RA	DE	Halpha	RVHalpha	SigmHalpha	[NII]6548	RV[NII]6548	Sigm[NII]6548	[NII]6584	RV[NII]6584	Sigm[NII]6584	[SII]6717	RV[SII]6717	Sigm[SII]6717	[SII]6731	RV[SII]6731	Sigm[SII]6731
81.801	22	4.02E+02	-236.94 	6.799989607	3.94E+01	-241.28 	8.824731968	1.18E+02	-217.2273796	8.686458429	9.18E+01	-194.27 	0	5.68E+01	-220.5571214	0
80.46	22	1.95E+02	-236.44 	9.339812467	1.79E+01	-240.96 	15.68778473	5.37E+01	-216.9085973	15.55317133	3.81E+01	-188.46 	0	3.19E+01	-214.7670516	0
79.119	22	1.16E+02	-235.03 	7.833703548	1.42E+01	-239.82 	9.570409358	4.25E+01	-215.770089	9.435355394	3.68E+01	-192.97 	0	2.41E+01	-219.2654904	0
77.778	22	7.95E+01	-235.25 	9.850657237	3.83E+00	-170.73 	296.2704374	1.15E+01	-147.0497293	294.692542	2.45E+01	-193.78 	0	1.02E+01	-220.0671924	0
76.437	22	1.17E+02	-236.26 	1.96112525	8.02E+00	-249.57 	34.04858996	2.41E+01	-225.4701796	33.84400058	2.10E+01	-192.48 	 12.84 	1.60E+01	-218.8201004	12.76771082
75.096	22	1.66E+02	-234.34 	0	1.83E+01	-243.16 	12.18362055	5.49E+01	-219.0945332	12.05283882	3.64E+01	-193.28 	 4.45 	3.26E+01	-219.5772634	4.328854351
73.755	22	1.15E+02	-239.14 	5.206487507	7.49E+00	-259.23 	53.70998621	2.25E+01	-235.0791894	53.4094911	3.06E+01	-190.25 	 10.97 	2.08E+01	-216.5486115	10.89579868
72.414	22	1.11E+02	-236.67 	6.40871597	8.22E+00	-251.95 	44.36626249	2.47E+01	-227.8382768	44.11229907	3.78E+01	-189.40 	 2.73 	2.40E+01	-215.7023705	2.533904919
71.073	22	7.99E+01	-240.69 	1.628447298	9.69E+00	-245.77 	15.68778473	2.91E+01	-221.6903321	15.55317133	2.10E+01	-205.83 	 27.62 	8.14E+00	-232.092722	27.53898407
69.732	22	4.88E+01	-240.74 	0	4.66E+00	-252.41 	82.02850694	1.40E+01	-228.2936801	81.58260642	2.34E+01	-202.79 	0	8.85E+00	-229.0640701	0
68.391	22	3.40E+01	-247.82 	19.84852751	3.46E+00	-99.81 	261.5048175	1.04E+01	-76.50775634	260.1114015	1.67E+01	-214.58 	 35.39 	6.71E+00	-240.8223658	35.2926868
67.05	22	3.09E+01	-253.30 	0	5.15E+00	-282.99 	29.35554	1.55E+01	-258.7146213	29.17213209	1.76E+01	-205.11 	0	-6.18E+00	-231.3800981	0
65.709	22	1.25E+01	-256.91 	28.37538845	2.81E+00	-131.67 	290.625952	8.42E+00	-108.2038268	289.0780143	1.13E+01	-209.53 	 9.97 	4.90E+00	-235.7894589	9.894976113
64.368	22	2.17E+01	-247.73 	19.158333	3.32E+00	-223.20 	248.5188233	9.97E+00	-199.2389488	247.19429	2.94E+01	-183.33 	0	3.81E+01	-209.6896057	0
63.027	22	1.50E+01	-230.18 	6.894885255	2.21E+00	-137.17 	302.2456061	6.62E+00	-113.6686666	300.6359959	1.15E+01	-194.85 	0	6.84E+00	-221.1361284	0
61.686	22	1.45E+01	-245.67 	14.14029866	2.89E+00	-226.90 	261.4269449	8.66E+00	-202.9277156	260.033942	2.25E+01	-219.71 	0	1.35E+01	-245.9443506	0
60.345	22	2.17E+01	-251.61 	5.725038231	4.41E+00	-248.56 	58.98430593	1.32E+01	-224.4682923	58.65710441	7.96E+00	-242.30 	 51.10 	2.56E+00	-268.4810839	50.97197878
59.004	22	1.38E+01	-254.58 	31.83602434	5.51E+00	-258.91 	38.93238106	1.65E+01	-234.7604071	38.70478334	7.85E+00	-207.30 	 13.41 	9.26E+00	-233.562509	13.34606713
57.663	22	2.37E+01	-247.45 	5.084891016	2.84E+00	-113.22 	307.8507992	8.53E+00	-89.85107337	306.2114361	5.23E+00	-371.48 	 241.39 	4.98E-01	-397.3769461	240.8461648
56.322	22	1.38E+01	-251.29 	25.76802332	3.94E+00	-239.82 	91.45607587	1.18E+01	-215.770089	90.96105956	1.92E+01	-210.56 	0	-4.23E+00	-236.8138559	0
54.981	22	6.63E+00	-224.47 	35.39607557	3.25E+00	-259.14 	77.87720643	9.75E+00	-234.9881088	77.45285597	9.31E+00	-239.89 	 25.17 	-2.30E-01	-266.075978	25.09594109
53.64	22	1.69E+01	-256.82 	0	7.38E+00	-313.16 	25.0877673	2.22E+01	-288.7256995	24.92239478	6.90E+00	-201.01 	 19.61 	3.41E-01	-227.3270492	19.53680696
52.299	22	1.63E+01	-264.95 	5.499925225	3.15E+00	-305.06 	89.101022	9.44E+00	-280.6650609	88.61829505	3.05E+00	-112.94 	 186.78 	3.47E+00	-139.4070658	186.356858
50.958	22	1.09E+01	-249.69 	0	5.73E+00	-308.03 	22.19498096	1.72E+01	-283.6251824	22.04081303	1.21E+01	-236.63 	 25.83 	6.68E+00	-262.8246311	25.75595908
49.617	22	-2.47E+01	-29.19 	69.19220038	2.94E+00	-321.77 	35.78003672	8.82E+00	-297.2872818	35.56738268	1.67E+00	-278.19 	0	1.21E+01	-304.3349779	0
48.276	22	2.22E+01	-253.48 	0	5.20E+00	-289.67 	53.57034545	1.56E+01	-265.3635096	53.27055383	1.31E+00	-248.99 	 40.37 	5.49E+00	-275.1619337	40.26474044
46.935	22	6.24E+00	-413.41 	109.5358595	3.39E+00	-164.00 	231.1690871	1.02E+01	-140.3553006	229.9365554	-2.25E+00	-349.39 	 38.28 	4.30E+00	-375.3301417	38.17678987
45.594	22	1.11E+01	-250.42 	8.168345001	3.76E+00	-250.71 	66.2573187	1.13E+01	-226.6086878	65.89294152	3.00E+00	-159.18 	 87.46 	2.68E+00	-185.5494684	87.25963649
44.253	22	3.95E+01	-268.78 	0	4.42E+00	-289.77 	25.0877673	1.33E+01	-265.4545903	24.92239478	4.56E+00	-252.12 	 71.05 	3.98E+00	-278.2796636	70.88596141
42.912	22	3.10E+01	-236.94 	0	2.72E+00	-173.43 	285.8571836	8.16E+00	-149.7366088	284.334554	1.04E+01	-216.85 	 26.79 	-2.00E-01	-243.0938547	26.71630042
41.571	22	1.89E+01	-246.17 	5.206487507	3.93E+00	-281.20 	58.26906485	1.18E+01	-256.9385484	57.94549911	1.29E+01	-269.44 	0	1.38E+01	-295.5607951	0
40.23	22	2.63E+01	-257.27 	7.398715457	6.15E+00	-298.74 	18.79317676	1.84E+01	-274.3804952	18.65053542	1.45E+01	-223.42 	 27.34 	2.08E+00	-249.6410875	27.25820027
38.889	22	1.73E+01	-251.06 	2.375482437	3.01E+00	-307.12 	43.17469984	9.02E+00	-282.7143758	42.92657242	1.77E+01	-213.68 	0	9.10E+00	-239.9315858	0
37.548	22	2.04E+01	-270.38 	9.414007664	6.49E+00	-300.66 	28.21402553	1.95E+01	-276.2931891	28.03557979	2.00E+01	-210.20 	0	1.70E+01	-236.5020829	0
36.207	22	2.69E+01	-246.86 	23.80748403	3.26E+00	-84.47 	319.9948406	9.78E+00	-61.2517454	318.2910098	7.97E+00	-197.08 	0	1.67E+01	-223.3630783	0
34.866	22	2.81E+01	-252.61 	23.25222728	6.12E+00	-277.27 	39.78788725	1.84E+01	-253.0220799	39.5561843	2.07E+01	-210.47 	0	8.11E+00	-236.7247779	0
33.525	22	1.84E+01	-254.26 	31.08103912	4.90E+00	-264.03 	38.93238106	1.47E+01	-239.8609242	38.70478334	2.25E+01	-210.83 	 9.51 	1.66E+01	-237.0810899	9.438954802
32.184	22	2.65E+01	-246.90 	24.22144868	4.37E+00	-279.37 	74.2527565	1.31E+01	-255.1169351	73.84717346	1.51E+01	-219.84 	 18.10 	1.36E+01	-246.0779676	18.0318713
30.843	22	3.92E+01	-238.45 	21.13150137	4.33E+00	-296.27 	69.65623844	1.30E+01	-271.9213173	69.27438093	1.92E+01	-207.52 	0	6.12E+00	-233.785204	0
29.502	22	5.77E+01	-250.37 	9.302553662	6.91E+00	-280.88 	73.60224068	2.07E+01	-256.6197661	73.20002077	3.09E+01	-209.71 	 8.44 	1.64E+01	-235.9676149	8.358336701
28.161	22	7.31E+01	-249.60 	13.26836668	7.72E+00	-274.34 	37.13423498	2.32E+01	-250.1074987	36.91519918	3.77E+01	-206.81 	 4.96 	1.96E+01	-233.07258	4.849195708
26.82	22	7.04E+01	-250.56 	19.28227129	6.51E+00	-253.23 	59.36164857	1.95E+01	-229.113406	59.03252728	2.37E+01	-205.02 	 18.00 	2.01E+01	-231.2910201	17.93307628
25.479	22	6.58E+01	-252.52 	14.70567397	7.25E+00	-255.93 	39.66577208	2.18E+01	-231.8002856	39.43465629	2.62E+01	-216.81 	 9.19 	1.51E+01	-243.0938547	9.113773751
24.138	22	5.74E+01	-246.31 	19.28227129	5.25E+00	-245.22 	77.08965009	1.57E+01	-221.1438481	76.66938162	2.58E+01	-205.56 	0	1.94E+01	-231.825488	0
22.797	22	1.16E+02	-241.42 	9.339812467	1.03E+01	-260.28 	27.95938282	3.08E+01	-236.126617	27.78203166	4.82E+01	-202.75 	 4.25 	2.83E+01	-229.0195311	4.118239406
21.456	22	1.22E+02	-239.05 	14.67767876	1.37E+01	-242.38 	13.31722282	4.12E+01	-218.3203476	13.1860595	3.57E+01	-197.88 	 12.39 	2.13E+01	-224.1647803	12.32375884
20.115	22	1.09E+02	-240.51 	13.35697979	8.83E+00	-256.76 	47.0844598	2.65E+01	-232.6200115	46.81708863	3.04E+01	-201.14 	 10.74 	2.36E+01	-227.4161272	10.66797248
18.774	22	1.03E+02	-246.77 	5.384259699	9.15E+00	-254.28 	30.78374868	2.75E+01	-230.1608337	30.59401657	2.76E+01	-207.79 	 12.39 	1.92E+01	-234.052438	12.32375884
17.433	22	1.05E+02	-249.14 	12.45473016	5.86E+00	-230.25 	72.41908358	1.76E+01	-206.2521598	72.02297613	3.51E+01	-207.43 	 2.84 	3.40E+01	-233.696126	2.64577064
